Imię,Nazwisko,PESEL
RADOSŁAW,STRZELCZYK,96091497171
ANGELIKA,FILA,76042365148
BARTŁOMIEJ,KISIEL,04220677655
CZESŁAW,KORNACKA,89051976450
REGINA,PLUTA,57021227668
MICHALINA,MIKULSKA,07312574649
DOMINIKA,CZAPIEWSKA,99030465640
IRENEUSZ,PASTUSZKA,59040777092
EDWARD,KEMPA,90041836692
ALEKSANDER,ANTCZAK,56102094252
KAROLINA,LOREK,94031032804
FRANCISZEK,POKORA,73101030791
PIOTR,KAPICA,79102037799
MARCEL,ŁUCZYŃSKI,19260806471
LENA,WŁOCH,73010307263
JANINA,KLOC,96090534963
PRZEMYSŁAW,MADEJ,60092478091
SŁAWOMIR,PIASECKA,10271690451
DOMINIK,STARCZEWSKI,90010169310
WIKTORIA,RESZKA,84110360706
IGOR,GAŁKA,13281309935
KAZIMIERZ,SKORUPA,63012015712
RADOSŁAW,OLCZAK,57101667331
MAJA,CHUDZIK,73070180149
MIECZYSŁAW,PASZEK,85120140230
GRAŻYNA,KUŹNIAR,83112980309
JÓZEF,KULESZA,15231486536
ZBIGNIEW,PIASECKI,79041180857
JAKUB,GROCHOWSKA,81022504633
WANDA,ZAJKOWSKA,61102765844
HALINA,ABRAMOWICZ,84082731807
CZESŁAW,KAWCZYŃSKA,52011551550
KRYSTIAN,PIETRZAK,50021162355
EDYTA,SZULC,52051608522
ZDZISŁAW,PAWLACZYK,52052673077
ZBIGNIEW,KUŹNIAR,07232517919
ROMAN,LYSENKO,93080168195
SYLWESTER,FIGURA,83022510414
JULIA,SKOTNICKI,64101935940
MARCIN,MIELEWCZYK,60012726172
KAMILA,GUT,52031869325
STEFAN,KONDRACKA,81121245530
AGNIESZKA,ZAKRZEWSKI,84060233347
WITOLD,LISEK,53091667919
BOGUMIŁA,ŚLĘZAK,61062215786
IGOR,GĄSKA,00272860876
EUGENIA,KANIEWSKA,71111017928
MARIAN,SITKO,82010762372
STEFANIA,SKOWRONEK,76112044447
JANUSZ,JAKUBOWSKA,54100583534
LEOKADIA,GRZYWACZ,02211120447
IGOR,KIEŁBASA,04222189431
LEOKADIA,KOSECKI,61031577747
TOMASZ,KUBIŃSKA,73021509696
MAKSYMILIAN,ŁUKASIK,16242000955
WACŁAW,ROSZKOWSKA,81050581219
NATALIA,ZAJĄCZKOWSKI,84051914301
EWA,BOROWIAK,80121442381
KACPER,CICHOCKA,53090294376
DARIA,SKRZYPCZAK,54072050386
DAWID,WĄS,66060230036
FRANCISZEK,OLCZAK,73112855316
AMELIA,ŁADA,94070369486
JAROSŁAW,FEDOROWICZ,75040213330
WIESŁAW,ISKRA,19231643298
DARIA,GAWROŃSKI,50030331382
BEATA,FLORCZAK,63012207647
OLGA,KAŁUŻA,89113096245
STANISŁAWA,ROWIŃSKA,14292497828
IRENA,PIOTROWICZ,04270409206
WACŁAW,PALKA,79051460617
LAURA,KRÓLIKOWSKI,53012711664
STEFANIA,FILIPCZAK,03221582047
WIESŁAWA,CZAPSKA,88042209447
AGATA,JURKOWSKA,75030476129
ZDZISŁAW,WŁOCH,85080856415
KATARZYNA,NOWAK,89080626427
JACEK,MOLENDA,05211074631
JADWIGA,PUDŁO,55111409765
TOMASZ,SASIN,71071145475
AMELIA,SITKO,50031866687
MARCIN,GRZESIAK,94062349173
MARZENA,TOMCZAK,76072223287
EWELINA,MLECZKO,96051802388
MARIA,PASZKIEWICZ,87071916924
ALEKSANDER,WILCZAK,52062323478
MICHAŁ,BARTKOWIAK,91060164478
ANIELA,BONDAR,62110672168
IWONA,KUNA,96071403260
DAMIAN,GAŁUSZKA,16310939859
MARIUSZ,GAZDA,11322587971
WŁODZIMIERZ,ROSZAK,54021640398
WŁADYSŁAWA,BUDNIK,73030139743
MARIANNA,SIEŃKO,75030296244
WŁODZIMIERZ,KOZERA,55101207492
LEON,KŁOS,50042627255
CECYLIA,IGNACZAK,91120197929
ANETA,POŚPIECH,10290685548
LIDIA,KUREK,64012767289
KONRAD,KLOC,01321157754
DANUTA,KRYŃSKA,16232663827
OLIWIER,MADEJSKI,05221208394
ZUZANNA,KUNICKI,80092292668
WITOLD,PACHOLSKA,16271707993
ELŻBIETA,MOŚCICKI,68031355782
LUCYNA,PORADA,82110445623
EUGENIUSZ,HERMAN,02271772152
MICHALINA,FORYŚ,93101347103
MIROSŁAWA,KACZYŃSKI,64041709621
GABRIELA,KOVALCHUK,95100842504
IZABELA,SKRZYPCZAK,06262861823
MARCIN,PIASKOWSKI,03312073416
ROZALIA,KRUKOWSKA,04320634066
MAREK,KĄKOL,10211367377
SZYMON,KUCHARCZYK,95070801215
EWELINA,WILCZYŃSKI,50011733921
SZYMON,KĘDZIERSKI,06272091438
ANIELA,SERAFIN,86032192421
SEBASTIAN,GRACZYK,02272378616
WIKTORIA,JANCZAK,05213077601
IRENEUSZ,GÓRALSKI,93021722550
CZESŁAW,WLAZŁO,01221565019
BARTOSZ,SOBOL,52072078775
ŁUKASZ,ZĄBEK,81101353796
JOANNA,KOTARSKI,06291577627
MARZENA,BIELECKI,68011346061
DOMINIK,CYWIŃSKI,56080209015
MIKOŁAJ,GÓRAL,57062544238
JACEK,SZPAKOWSKI,97100111011
STEFANIA,MNICH,13242405421
AGNIESZKA,JĘDRZEJCZYK,06292541621
KLAUDIA,RAKOWSKI,65010669467
MILENA,ZAWIŚLAK,09232065348
IZABELA,WASIAK,01221405083
JANINA,KRZYSZTOFIK,92082895368
SEBASTIAN,ZARZYCKA,91102357439
FILIP,RUSZKOWSKI,65080722554
ALICJA,GOŹDZIK,76101168406
IGOR,URBANEK,18292734116
AMELIA,JAKUBCZAK,01232480341
PATRYCJA,TWOREK,15211060268
JERZY,POLAK,81050852212
MAJA,PRZYBOROWSKI,59081140066
ALINA,KRÓLIKOWSKI,52022991802
KRYSTYNA,BEDNARZ,92052568443
EMILIA,GAWĘDA,13260960744
GENOWEFA,JAGŁA,71040862727
RYSZARD,SOBCZYK,78012297099
JACEK,PTAK,90040672635
BOŻENA,LIPOWSKI,61021668727
MAREK,WESOŁOWSKA,88011558174
JANINA,ŚWINIARSKI,51030111280
ANTONINA,PÓŁTORAK,07232474108
MARIA,ZATORSKA,83052021164
BRONISŁAWA,SOŁTYSIK,51040987925
WIOLETTA,KISIELEWSKA,64022306504
WALDEMAR,GAŁUSZKA,79101243359
TETIANA,MIREK,77110271064
KONRAD,MICHALCZYK,15290387834
DANUTA,SZCZEŚNIAK,03291654846
BOGUSŁAW,SKOWRONEK,57021847116
AMELIA,KARBOWSKA,59041745168
HUBERT,KRASOŃ,60070111958
IRENEUSZ,LEWKOWICZ,03211448654
ADAM,FALKOWSKI,02261763135
GRAŻYNA,POKORSKI,17272928501
RAFAŁ,JANECKI,13310270074
GRZEGORZ,BLOCH,61021738275
BOGUSŁAW,KALETA,96010371816
DOMINIK,WASZKIEWICZ,55042622453
KAZIMIERA,BĄCZKOWSKI,89081308667
EWA,KLIŚ,15290540686
WŁADYSŁAWA,GALANT,15310431002
KONRAD,OLEKSY,92120956097
JAKUB,ZAGÓRSKI,71112976231
OLIWIA,MAGIERA,96073161805
EDWARD,BIAŁA,96101718517
GRZEGORZ,KULKA,92051654079
ZUZANNA,PIĘTKA,07230608367
TADEUSZ,FLAK,58072038072
ROZALIA,JANOWICZ,09312387867
SABINA,FORMELA,66090655502
RADOSŁAW,JAKUBIEC,95102261352
HALINA,OLEŚ,66070267262
JOLANTA,MUCHA,72040851287
LUCYNA,SKUPIEŃ,91070316005
KINGA,KOZIOŁ,88030146204
DAMIAN,KOŁAKOWSKA,06272762439
JULIA,SOBOŃ,51011157162
ANNA,WIĘCEK,13263036349
OLGA,MROZOWSKA,64060330985
WITOLD,KRZEMIŃSKI,64042975638
MAKSYMILIAN,GRALA,07311928555
SYLWESTER,PLATA,64090627693
HENRYKA,KLIMEK,69071129784
AGNIESZKA,KOC,17211946241
BRONISŁAW,ROSTKOWSKA,88021237634
RADOSŁAW,SOBIECH,06291486318
MARCIN,STACHURA,15271863737
NIKOLA,KUCIŃSKA,77040289065
TOMASZ,RATAJCZYK,93070449695
JACEK,CHUDZIK,97071646457
IVAN,KUC,75050840179
WIKTORIA,GÓRNIK,64082960122
JAKUB,MALCZYK,55122136814
MATEUSZ,MAŁEK,67011462759
KAROLINA,PIĄTEK,91072783887
ANTONINA,JELONEK,19312039565
KLAUDIA,DUDZIŃSKA,52083021902
MARCIN,KUBACKI,53110545279
JAN,ADAMCZYK,84052285051
ŁUKASZ,SIEŃKO,82112395513
JUSTYNA,MORAWIEC,83051387788
JOANNA,BEDNARCZYK,09280634927
MIROSŁAW,DZIKOWSKA,93012440070
ANTONI,ZAJDEL,59050271894
MIŁOSZ,DOLATA,70042034275
PATRYK,GAZDA,92100619378
FRANCISZKA,TRUSZKOWSKA,87111630180
WERONIKA,KWIECIEŃ,61081090746
NIKOLA,FORMELA,74011415342
ANGELIKA,PODSIADŁY,55082349565
MAJA,GLIŃSKA,19242651862
LEON,BĘDKOWSKI,60071470559
IGNACY,KRASOŃ,12241615118
SERHII,KILIAN,05270465597
STEFANIA,RUDNICKI,73051154523
MARIOLA,BARTOSIEWICZ,64031630043
IRENEUSZ,BARANOWSKI,56042470039
KRZYSZTOF,TRAWIŃSKI,19301537292
MAGDALENA,KOPEĆ,06252712968
MARCIN,OSOWSKA,95010271416
LEOKADIA,MIKA,71010210466
WERONIKA,ORLIŃSKA,75052091061
KACPER,MICHALCZYK,00291630555
ADAM,BANASIK,87082754579
BOGUSŁAW,DROŻDŻ,89042148776
FILIP,LIPIEC,95111973730
SERHII,BAŁDYGA,00231841656
ALEKSANDER,BIELAWSKI,11242766571
SŁAWOMIR,JANKOWIAK,60110923673
ARKADIUSZ,KWAPISZ,10302839635
BOGUMIŁA,BOROWICZ,00262248882
MIROSŁAW,JAGIELSKA,67071529672
BRONISŁAW,GAJEK,70042276815
LENA,JANCZAK,95032876949
MARTYNA,BUDZIŃSKA,60092683109
KAROL,KACZMAREK,80061047471
TADEUSZ,MARCINKIEWICZ,06310382511
WIESŁAWA,WNUK,95030375969
ŁUKASZ,SUWAŁA,74100176930
KINGA,PIELA,95071871840
SEBASTIAN,KOVAL,80081387698
MARTYNA,BAŃKA,78071743740
SYLWESTER,KAMIŃSKA,58071518492
ADAM,KUJAWSKA,50122504779
ANIELA,KUBICKI,57050955149
BOGDAN,WOJTASIK,69070551418
WIKTORIA,WINNICKI,87061177926
JAKUB,KOCH,57112198572
BOŻENA,WALA,53112378602
MARTYNA,MAJER,97031888086
JAROSŁAW,MAJCHER,77070635890
MIKOŁAJ,PAWLACZYK,01240728314
JÓZEFA,BIENIEK,80011728869
SYLWESTER,CIEŚLIŃSKA,76091701713
PIOTR,BUDNIK,07233068612
DOMINIK,ŻABA,03312413959
EUGENIA,STASIK,51123178482
EDYTA,PTASZYŃSKA,63040251283
ZBIGNIEW,NOWOSIELSKI,10312713057
OLGA,GAJEWSKA,86110217408
ANGELIKA,JAROSIŃSKI,67060971622
KLAUDIA,MANIA,51072728468
IGNACY,JEZIORSKI,53022852870
SŁAWOMIR,STANKOWSKI,56101473773
MAREK,SKRZYPCZYK,15311657137
RYSZARD,BARTOSIAK,14291314078
MARIA,BARANOWSKI,81071171400
STEFAN,ZAJDEL,01322443818
SERHII,ŁAPIŃSKA,08300285015
IWONA,ŚPIEWAK,61091859726
ROZALIA,GRZYBOWSKI,75101398549
STEFANIA,ŻYWICKA,14282511763
MARIUSZ,KOKOSZKA,19282687274
WACŁAW,GRUSZECKA,75021818037
LIDIA,ABRAMOWICZ,11242338620
NATALIA,PIEKARSKA,68082507381
ROZALIA,BOROŃ,14311713841
HANNA,MUCHA,64060421164
ROMAN,CAŁKA,18250975876
JULIA,WILCZEWSKI,77121403465
REGINA,BOGDAŃSKI,67072775461
SŁAWOMIR,BAJER,18311012030
SEBASTIAN,KRUK,62072789814
ZDZISŁAW,WOJNOWSKI,98070639172
BARTOSZ,KRZYWICKA,92121097454
OSKAR,URBANIK,54061844192
SZYMON,ZAREMBA,70102653479
MACIEJ,CIEŚLIŃSKI,70102277754
IRYNA,CZERWONKA,89052122669
HENRYKA,BORAWSKI,59022868802
PAWEŁ,ROMANOWSKI,71041677676
IZABELA,BEDNARSKI,84021983728
MARIA,KOSTECKI,17232573202
JAKUB,SARNOWSKA,96111789916
OLGA,SOSIŃSKI,75081008003
GABRIELA,KALICKI,52051723582
MARIA,SUCHECKA,98052721600
MARCIN,PIECHOWSKA,50111139096
TERESA,KOS,03322041805
SYLWESTER,BOLEK,08281138850
KRZYSZTOF,ROMANIUK,80122749654
KACPER,PIETRUSZKA,13222566630
DANIEL,STASIK,75082128937
FRANCISZEK,NAWROCKI,56092426196
TADEUSZ,KOLASIŃSKA,89041479198
BOGDAN,TOBIASZ,86103020994
GABRIELA,KACZMARCZYK,66072685408
ZDZISŁAW,PAWLICKA,65051746130
EUGENIA,OWCZAREK,76090823849
EWA,WICHER,84071681928
MATEUSZ,KASZA,56102422073
KRZYSZTOF,PODOLSKI,71072224870
ZOFIA,BOGACKI,86042303284
OLENA,ROSTKOWSKA,08271603560
TOMASZ,ZWOLIŃSKA,64041026519
OLENA,CEGIELSKA,98111782128
KAROL,ADAMSKA,03320787378
SABINA,BAŃKA,15293092265
MAGDALENA,CHRZAN,14232117681
TETIANA,TOKARCZYK,78040493308
IGOR,WOLAK,67040368936
SABINA,BEDNAREK,13242107248
WŁADYSŁAW,NOWOSIELSKA,57092615452
JOANNA,CZEKAŁA,90042115527
MIROSŁAW,CHUDY,82113063558
BRONISŁAWA,LENARTOWICZ,80120417203
AMELIA,DUDKIEWICZ,60073172664
KINGA,WITKOWSKA,78030814449
IZABELA,NADOLNY,14222271085
MIKOŁAJ,GÓRNIAK,74100806099
WIESŁAWA,WYPYCH,09262578007
HUBERT,ROZWADOWSKI,92102587552
ALINA,LEWIŃSKA,54051467062
LAURA,GIBAS,95013161666
STEFAN,KWIECIEŃ,08211375436
KAROL,WOLAŃSKI,17280748254
OLIWIER,LUPA,59081859616
WITOLD,KARASIŃSKI,90111355432
STANISŁAW,PUSTELNIK,95092736533
KAZIMIERA,STEFANOWSKI,72012038560
ALICJA,JÓZEFIAK,50021646242
KAROLINA,DYMEK,13261913246
PAWEŁ,DUL,60092362736
GRZEGORZ,ZIĘBA,06291170554
STANISŁAWA,GAŁĄZKA,63052767446
MAJA,BALCERZAK,82021662603
IRENEUSZ,BANASZKIEWICZ,51073127198
KAROLINA,FRANKOWSKI,07291568783
JOLANTA,PAPROCKA,02321554565
MIKOŁAJ,MALISZEWSKI,11231681612
WOJCIECH,JANUSZEWSKI,99022317272
HANNA,CZAPLIŃSKA,03241857428
GRAŻYNA,FILIPOWICZ,78071815641
BEATA,WĄSIK,56101377282
ROZALIA,KOLASA,82110930163
MILENA,WÓJTOWICZ,81022522064
WANDA,ŁAWNICZAK,12300859620
ŁUCJA,ZBOROWSKI,93062326429
KLAUDIA,GARBACZ,68011935045
MICHALINA,PRZYGODA,58061790620
ZDZISŁAW,KAWA,72102510532
JADWIGA,SIKORSKA,65122239424
MARIA,ĆWIK,10242760127
LEON,WINIARSKI,96120857037
VOLODYMYR,STAWICKA,14300346173
NIKODEM,MAŁEK,85110404850
KAMILA,MIELCZAREK,79121266589
BARTŁOMIEJ,PIETRASIK,57112601290
IVAN,KRYSIAK,84050342291
WŁODZIMIERZ,JAKUBIEC,83010267652
MIŁOSZ,ŁADA,09292613233
KRYSTYNA,MAŁOLEPSZY,91011871327
IGNACY,PAWŁOWICZ,60110167017
DOROTA,KUKUŁA,70100367767
RYSZARD,KOVAL,10311087399
MARCIN,SARNOWSKI,82123149952
KINGA,SOBIECKA,10293085222
ALEKSANDER,BADURA,89012169855
GRAŻYNA,GIERSZEWSKI,94112940167
OLENA,CICHA,97042463285
JÓZEF,KLEPACKI,13222576275
STANISŁAWA,DOBRZAŃSKI,08262603629
ROMAN,BŁASIAK,71010962110
ANDRII,ROZWADOWSKI,87022078758
GABRIELA,MAJKOWSKI,69081014124
CECYLIA,KOT,00261369924
KAMILA,MOLENDA,13302773048
WIESŁAW,CIEŚLIŃSKI,75022819778
BARTŁOMIEJ,DUBIEL,83101573172
MARIUSZ,BOROWSKA,00270763331
VOLODYMYR,GAJDA,78030841759
MARIA,ZABIELSKI,69011199086
EWA,IWAN,17312261184
ALICJA,SIENKIEWICZ,14252692045
OLENA,NOSEK,72112792885
RADOSŁAW,PODOLSKA,14292758798
KINGA,KLICH,51012112645
HENRYK,ADAMCZEWSKA,19282776338
ANDRII,LECH,72022827778
STANISŁAWA,ŁAPIŃSKA,63011330944
JULIAN,KACZMAREK,95051907710
HALINA,KORZENIOWSKA,62092018686
GRAŻYNA,MOTYL,96100736864
PAWEŁ,MACKIEWICZ,96092209331
NIKODEM,MAJEWSKI,19230551316
MAGDALENA,GIERSZEWSKA,19242334547
IZABELA,RUMIŃSKI,13241809721
SŁAWOMIR,MORAWIEC,99012574775
ALICJA,GIERCZAK,66101149860
CECYLIA,PIASKOWSKA,72092974842
IGNACY,PARTYKA,08210497050
EWELINA,KARAŚ,59121251460
MARIUSZ,ORLIŃSKA,52013047037
KINGA,JEDYNAK,94052532565
STEFANIA,ŁUKASIAK,97031624387
SYLWIA,KALISZ,08321051545
JÓZEF,ŚWIDERSKA,76111466895
REGINA,HAŁAS,68100122640
WIOLETTA,MISZCZAK,18261177605
MARIOLA,GAJDA,74102926922
WIOLETTA,KRUCZEK,94112928183
BOLESŁAW,MROZIŃSKA,19230161571
WŁODZIMIERZ,PORĘBSKI,80062189938
TOMASZ,LISIECKA,12240819971
MARIANNA,KOKOT,86110862325
WŁADYSŁAWA,GAWĘDA,78052730345
MARTA,KUBALA,78121643109
OLIWIA,STACHOWIAK,02262669706
SŁAWOMIR,NOGA,76021622518
ALINA,RUDZIŃSKA,85112314243
LEON,ORŁOWSKI,59072488553
GABRIELA,KAPUŚCIŃSKA,69020272105
HUBERT,ŁUKASIK,71040562931
BOGUSŁAW,DĄBEK,57052432075
MIŁOSZ,OLSZAK,79101247490
BRONISŁAW,KOWALCZUK,99120483110
ALICJA,KRÓLAK,11322400980
HENRYK,RUTA,60111902231
MARIOLA,ŚWIĘCICKA,91062641205
JANINA,GRABARCZYK,15301146861
WIKTORIA,SUŁEK,69081328900
RAFAŁ,SAWICKI,92041522698
ANDRZEJ,LIPOWSKI,54113020673
WIESŁAWA,KASPROWICZ,68031540344
ALEKSANDRA,BYKOWSKA,95012242829
OLENA,GIZA,11211801986
CECYLIA,SMYK,53121276582
WANDA,WĄS,12292083263
ARTUR,WAWER,63112782590
MAKSYMILIAN,JANOWICZ,83121910270
STANISŁAW,BACZYŃSKA,94072245593
JANINA,KLIMASZEWSKI,92061873062
PIOTR,DROZDOWSKI,50022150878
JANINA,KUCHTA,96042985342
BOŻENA,SZCZEPANIK,60101082309
BOGUMIŁA,PIOTROWSKA,91050964909
RYSZARD,BOGDANOWICZ,72081131476
ANNA,BARTOSZEWSKI,68062485049
ROMAN,GŁOGOWSKA,86030180411
KINGA,LEMAŃSKI,05310847901
KRZYSZTOF,KITA,98011053531
DAWID,WOJTAŚ,11320549492
SERHII,KULIK,68051758495
ROZALIA,IZDEBSKI,10270835347
WIESŁAWA,JANOWICZ,13211928249
DOROTA,OSIŃSKI,91090872709
EMILIA,KOWALKOWSKI,05282137987
ZBIGNIEW,GWIAZDA,02242327938
FRANCISZKA,WYSZYŃSKA,81100832702
ŁUKASZ,JANIK,64010242735
LEOKADIA,KWAŚNY,06272281507
EDWARD,OLEJNIK,91091644073
MIKOŁAJ,SINGH,99042890634
BOLESŁAW,WASZKIEWICZ,58080167599
KAMIL,IWANIUK,98061808174
NIKOLA,KUKUŁA,05312637780
DOMINIKA,PERKOWSKA,70082622221
GRAŻYNA,CZEKALSKI,04282875224
EWELINA,KRUCZEK,71042350282
IRENA,DYMEK,99070222980
RAFAŁ,KOŁEK,77082223018
REGINA,BŁOŃSKI,75081103920
MARIUSZ,STANEK,98092997094
ALICJA,BIEGAŃSKI,57041290220
KAROLINA,IZDEBSKI,00240830142
MARTYNA,TAŃSKA,59041474462
KAROLINA,DĄBKOWSKA,18240223589
SZYMON,JACKIEWICZ,19272686036
SERHII,NOSEK,73082707891
ZENON,KACZMARZYK,64080730671
KAMILA,ŻYŁA,99020645227
HENRYK,NOWOSAD,58072343910
JACEK,FIGURA,89110119336
OLIWIA,ŻUKOWSKA,59120115787
MARTYNA,KASPEREK,73010810608
WŁADYSŁAW,LASEK,08320586736
GRAŻYNA,BOJARSKI,67113059923
WIKTOR,GŁUCHOWSKA,69070100612
ARKADIUSZ,MIECZKOWSKA,89122291536
BARBARA,BANACH,10222762943
JULIAN,WÓJCICKI,97042184830
CZESŁAW,PISAREK,53040231219
ALINA,DZIĘCIOŁ,87040374162
WOJCIECH,BIEGAŃSKI,57081376832
ARKADIUSZ,TRACZYK,52080282410
OLIWIA,PIĄTKOWSKA,63041522827
IRENEUSZ,SOBIERAJ,75022463830
SŁAWOMIR,GUZIK,99030914434
WANDA,PRUSAK,13320570069
IZABELA,BIAŁY,93061797048
MARTYNA,ŚMIGIELSKA,18302242048
JULIA,BEDNARZ,58061666446
MARIOLA,SŁOWIKOWSKA,81102591867
JÓZEFA,ŁUKASZEWICZ,68091384786
NATALIIA,BUREK,76122005041
OLGA,OSOWSKI,63073088209
IVAN,BERNAT,86032331075
EDWARD,SABAT,92110153776
JAN,WOŹNA,85090917498
RADOSŁAW,OLCZAK,84082798772
IWONA,BEDNARSKA,61040720604
ANTONINA,MAKUCH,69121284027
KAZIMIERZ,WYSOCKA,84031410478
WŁODZIMIERZ,MOKRZYCKA,52120731874
EMILIA,DOPIERAŁA,64012288663
BOGDAN,KIELAR,07211381230
IGNACY,CICHECKA,91093056975
GABRIELA,MAŃKA,61082708066
GRZEGORZ,ADAMOWICZ,77120431098
BOLESŁAW,BURAK,04243026793
JACEK,MŁYNARCZYK,99012619557
ELŻBIETA,KRZEMIŃSKA,99052749304
JAKUB,CZAPLICKA,73072825693
LEOKADIA,JÓŹWIAK,61012976123
PAULINA,PIÓRKOWSKI,89061831662
HELENA,ADAMKIEWICZ,04260598420
JAN,BĄCZEK,61042722413
WŁADYSŁAWA,POLOCZEK,51080299949
JÓZEFA,FORNAL,12272267102
KATARZYNA,BARON,69031369205
GRZEGORZ,MAJCHER,73081561456
ZUZANNA,GOŹDZIK,50022552786
ROBERT,KUKLA,52071217856
KACPER,JANIAK,83102901152
NATALIA,SZADKOWSKI,76020411641
BOGUSŁAW,LANGNER,12280439591
IRENEUSZ,LENARTOWICZ,51011195735
FRANCISZKA,ŚLIWKA,03290521664
HALINA,KALINOWSKA,01251980585
TETIANA,STRZAŁKOWSKI,86031152826
HENRYKA,KUR,83022050589
ZBIGNIEW,RADOMSKI,75092253397
WACŁAW,ABRAMOWICZ,64040764816
RYSZARD,TKACZYK,93110644196
ANDRII,ŚLEDŹ,11250843299
BOŻENA,MAŁEK,74101578649
URSZULA,OLEJNICZAK,69091257445
LIDIA,SZYMCZAK,90031135462
JAN,KOLASIŃSKI,92102088411
ANDRII,LITWIN,57020449814
EWA,BIELAWSKI,17293009184
BRONISŁAWA,GĄSIOROWSKA,93041433302
ROMAN,ŚLEDŹ,62080187998
KATARZYNA,ŁUKASIK,87102366144
MONIKA,KUBIŃSKA,53100102282
GABRIELA,RUMIŃSKI,87032420044
JACEK,MASTALERZ,91121310594
KRYSTIAN,JEDLIŃSKA,96092327172
LIDIA,BOGDAN,86101658803
NATALIIA,KALITA,82062395164
HENRYKA,SUWAŁA,90102730543
MIROSŁAW,KOSIOREK,75100482517
DOMINIK,TERLECKA,92012227858
ROBERT,CZYŻEWSKI,03302636319
IWONA,BARSZCZ,81070709622
ANTONINA,PYTLIK,84020497080
OLIWIA,MNICH,06261258727
ZBIGNIEW,SPYCHALSKI,96091520699
ROMAN,CICHOŃ,77011846754
JACEK,FURTAK,53082374510
ANIELA,STEFANOWICZ,63111883667
DOMINIKA,WAWER,55020830823
ANDRZEJ,RACHWAŁ,16312184172
EDWARD,TRUSZKOWSKA,81010423595
DAMIAN,WYRZYKOWSKA,87100290715
HENRYKA,NOWACKA,96072601087
BOGDAN,KAZIMIERSKI,56122154693
NATALIIA,NALEPA,55032951109
IWONA,PAPROCKI,86120753686
BOGUMIŁA,CZAJKA,75082022606
MARCEL,SZCZYGIEŁ,65051261419
HUBERT,ŁUKASIAK,64021495911
TETIANA,BOBER,04282887120
AMELIA,SZELĄG,70062587140
ROBERT,KOT,07322619217
IVAN,WAWRZYNIAK,83072529718
WIESŁAWA,TARNOWSKI,66042410320
ALEKSANDRA,ADAMEK,96081582148
DARIA,RATAJ,76070794521
MARIAN,OZIMEK,74092694216
WIESŁAWA,KISZKA,01211519963
SABINA,DWORAK,87120917146
ANDRII,BOGUCKA,75100295496
JAN,KOCHANOWSKI,62081934377
BEATA,TYMIŃSKI,74020819865
MARIUSZ,WĘGLARZ,99110192196
WITOLD,DOLATA,08221355516
JULIAN,KOT,03220847233
MONIKA,KRUK,03322995906
EWA,KOMOROWSKA,01242598661
TETIANA,GAWEŁ,17222560120
JANINA,JURCZAK,12212383266
KRYSTYNA,GĄSIOR,12301848687
MAREK,SITARZ,10211237210
OLEKSANDR,LIPOWSKI,60111361472
IRENEUSZ,JAROSZEWSKI,15310120533
BOGUSŁAW,WOJTKOWSKI,63092488095
FRANCISZKA,SASIN,50011488449
AGNIESZKA,JANAS,96121929661
JULIAN,MANIA,09213103670
DOROTA,ZIĘTEK,57031134228
JACEK,PIEKARCZYK,76072689838
SYLWIA,GOŁĄB,61122987909
TOMASZ,CHMURA,75030649158
STANISŁAW,KOZICKI,55042541055
JULIAN,KAŁUŻA,61121493836
ARKADIUSZ,WÓJCIAK,14271914856
MACIEJ,SOROKA,99042500315
WALDEMAR,ROJEWSKI,08310975432
MONIKA,WARZECHA,61051708804
MARIANNA,ANTONIAK,93010388266
MIŁOSZ,PIĄTEK,95042966098
BOGDAN,ŚWINIARSKI,92062695294
DOMINIK,KRÓLIKOWSKA,15231558413
DAWID,BOCHENEK,11280906535
EMILIA,BANAŚ,62120687686
JANINA,WINNICKA,03210246543
MATEUSZ,JĘDRZEJCZAK,52040108831
STEFANIA,KRUPIŃSKA,03280902345
SERHII,KRZYŻANOWSKA,58052809573
STANISŁAWA,KOSTRZEWSKI,10292552509
JAKUB,WĘGLARZ,12321362431
ANTONINA,SOJKA,95040809562
HENRYKA,CZERWONKA,68082552626
STEFAN,POŁEĆ,62082133690
ARKADIUSZ,SAGAN,54021211651
JACEK,WRZOSEK,72121402698
IRENEUSZ,PŁACZEK,81011131716
BEATA,PAŁKA,98021662482
MACIEJ,SZLACHTA,50051813599
ARTUR,KUDŁA,01251792319
MACIEJ,GOLIŃSKI,61110241156
MATEUSZ,KOPACZ,00211104014
BRONISŁAWA,WŁODARCZYK,06232990405
WIESŁAW,KAWKA,00210922299
KAZIMIERZ,ZAJDEL,17322887974
JULIA,KOROL,90101498969
BARBARA,BRODA,89032445988
KLAUDIA,NOGA,86081358807
JAN,KURIATA,87061517438
BOŻENA,SITKO,64032933404
KRYSTYNA,MACIĄG,61092007043
HENRYKA,ZDUŃCZYK,04310314082
AGNIESZKA,JANUS,64101568128
ALEKSANDER,DUSZA,83033144150
TOMASZ,KUŹNIAR,10231844993
OLENA,MARCINIAK,17282088828
EUGENIA,KUKLIŃSKI,80032194407
BRONISŁAWA,SZUBERT,69070999447
OLEKSANDR,POLAKOWSKA,10221177070
MIROSŁAW,STAROŃ,82041659159
IVAN,MIZERA,78030137616
JERZY,JAROSZEWSKI,94080686696
MARZENA,SKOTNICKA,70010737825
FILIP,STĘPNIAK,80012697632
BOGUMIŁA,KARBOWIAK,12240852846
